 1.000000,24.025669,10.349076, 3.615257,104.976555,54.991344,26.385090,126.971931,44.925163,34.689034,140.164749,43.941399,70.149811,144.106461,40.779068,82.990547
 1.000000,47.012352,25.854279,12.820660,91.970467,78.443504,93.826645,112.723259,66.878044,120.345680,117.701981,69.493622,110.002296,123.019867,67.100800,90.568863
 1.000000,36.089626, 6.100281, 2.037542,120.252045,56.413475,60.897465,127.591339,54.910446,64.738144,131.584534,56.144241,74.661209,130.813583,52.303604,83.892761
 1.000000, 9.691822, 6.124825,12.171031,113.064194,12.011417,28.831434,116.482117,10.644040,29.582638,116.675430,16.808151,22.470888,112.057785,12.727058,30.454407
 1.000000,25.765141,12.092713,11.313442,121.745766,49.974010,77.371201,138.634491,41.270367,124.667397,147.918060,38.587181,140.229660,154.948929,26.884041,142.490402
 1.000000,61.241798,21.493849,12.092952,73.007034,105.466751,20.032682,105.160851,75.691750,141.517426,118.787743,67.845314,114.163445,135.183167,41.479733,126.131035
 1.000000,54.453659,20.154642,12.098126,120.952896,44.426437,29.433460,145.334717,28.923595,114.616013,153.763290,29.241571,129.489365,161.071671,18.096321,133.698715
 1.000000,41.849796,18.925489,14.103362,122.469414,48.422977,72.190468,140.199478,43.861992,101.785034,147.618073,45.095253,105.863174,153.473846,38.049351,107.248894
 1.000000,56.973042,17.685163,12.655001,61.400082,108.600410,21.516081,66.557404,109.059479,87.953468,80.898735,102.390350,85.010918,94.468674,82.921570,74.946503
 1.000000,52.035637,20.743826,11.665033,54.258469,101.045250,14.752410,80.426010,95.531433,127.848358,103.049042,81.901711,93.862961,123.004791,58.005226,80.261353
 2.000000,33.049229,19.163725, 1.443973,12.397487, 4.813278, 4.067009, 4.064612, 2.885683, 2.165371, 4.923275, 1.487172, 2.120601,12.580403, 4.284605, 3.416931
 2.000000,46.256081,20.578974, 2.258366,12.097050, 4.808461, 4.440059, 3.885476, 3.687525, 3.088707, 7.011784, 1.512825, 1.981460,13.199986, 4.891445, 3.586411
 2.000000,25.348597,16.763237, 3.788342,11.759037, 5.232374, 4.291513, 3.492549, 3.303491, 2.826052, 4.527033, 0.247695, 1.931980,13.225484, 4.753402, 2.655532
 2.000000,33.864513,20.669718, 1.572853,13.090199, 4.871107, 3.907072, 4.513249, 3.052995, 2.372221, 3.723330, 0.861350, 2.531413,11.181273, 4.398414, 3.500235
 2.000000,29.434660,19.393757, 5.506370,12.989967, 7.010171, 4.919326, 4.471869, 3.579365, 2.778352, 3.319363, 0.696548, 2.136771,11.631011, 5.217134, 2.870547
 2.000000,43.506130,26.117989, 2.652472,15.810317, 3.538542, 4.718992, 6.610364, 1.958441, 1.291681, 0.491983, 0.758763, 1.241807, 7.719602, 3.813391, 3.060172
 2.000000,21.902359,19.626215,11.651484,17.305744, 5.622736, 5.294389, 8.519917, 2.937010, 1.938321, 2.297579, 1.101840, 1.616634, 8.700770, 4.150856, 2.178371
 2.000000,42.420269,37.831509,13.821057,22.188583, 7.039915, 5.901662, 8.681099, 3.622419, 1.939682, 1.925705, 1.655628, 2.275364,11.758093, 5.297641, 2.826833
 2.000000,47.667782,25.397099, 6.375426,17.061399, 5.412946, 6.016143, 6.720751, 3.135628, 2.405893, 1.515851, 1.352404, 1.011980, 9.593334, 4.812750, 3.564739
 2.000000,38.997990,30.481979,14.668797,19.681601, 5.097551, 5.401138, 7.929008, 2.833938, 1.451107, 1.860833, 2.015043, 2.145074,11.633352, 4.934470, 3.281495
 3.000000,37.490134,32.495884,23.745591,10.263570, 5.490865, 1.261483,15.089296, 8.650429, 9.230090,48.912789,79.448029,45.186757,67.013845,71.875879,37.987664
 3.000000,29.998130,43.524030,25.121150,15.417454, 5.852091, 7.589172,16.529002, 0.725466, 7.439875,24.380792,120.390560,19.199350,15.767035,114.411769,15.472736
 3.000000,34.622599,37.017378,27.669637, 2.741039, 8.577513, 2.243323,14.292178, 6.378143,11.999477,45.919511,94.120950,44.025584,55.995302,88.266768,37.774801
 3.000000,46.051695,54.653762,13.225411,14.781907,10.640506, 4.251865,26.399216, 6.573900,13.331524,71.594673,72.859317,49.275027,84.113429,61.311140,49.315297
 3.000000,42.190255,30.782101,19.135231, 8.149782, 0.703450, 2.855704,12.872799, 7.649640,10.776583,41.484759,94.828726,26.366485,53.216605,91.162535,30.145703
 3.000000,38.171631,28.749776,23.954708, 7.154842, 3.578104, 5.526701, 9.363086, 5.571996,12.836742,43.175990,94.345481,30.334696,56.697473,91.082536,34.231611
 3.000000,33.777163,44.571014, 9.712207, 2.335842,12.885402, 6.266991, 6.820075, 3.736563, 1.888396,65.052365,84.113728,15.254376,46.649516,92.143424,12.844981
 3.000000,33.079898,42.409666,15.798544, 5.416477, 5.498882, 2.514304,11.149445, 1.194875, 2.339769,48.673194,98.541595,16.054597,34.371564,104.661793,14.501611
 3.000000,40.680805,40.801298, 8.909207, 5.691228, 5.981328, 2.100842, 4.616145, 2.721628, 1.298055,40.710221,108.934659,12.880654,35.708418,112.317369,14.130233
 3.000000,36.514748,45.446515,14.760226, 4.549033, 8.010085, 5.285616, 6.942849, 0.038435, 0.997313,46.468994,97.612162,17.154017,36.863595,107.383317,16.551778
 4.000000,28.308220,19.369856,11.552615,94.758171,26.701105, 8.277614,92.137894,36.664936,12.515948,83.418167,38.892014,13.494575,75.060104,33.825321,14.281024
 4.000000,13.399740,10.539119, 3.317175,51.157585,28.091482, 5.649469,56.919815,32.437889, 7.045992,60.682499,28.995630,12.809977,55.935204,28.414328,12.050477
 4.000000,37.041794,31.992506, 6.248483,112.538422,12.413053, 4.673838,112.965210,18.733231, 5.841408,109.228851,20.851629, 5.763975,100.872726,20.897635, 6.407044
 4.000000,11.745502, 7.164575, 3.479342,37.875412,10.255202, 5.143283,46.548397, 6.902256, 6.814216,51.650467, 9.177251, 6.158336,53.328392,15.498968, 5.672750
 4.000000,33.656025,20.596735, 7.093264,95.365997, 7.713812, 2.495054,99.375587,16.166414, 7.101046,99.305634,21.843258, 8.352592,101.892220,20.243647, 6.990976
 4.000000,43.745926,12.710647,11.294885,102.285080,22.563942, 6.541779,99.084122,30.305161, 7.717232,100.041306,26.445124, 5.400565,96.473053,17.457705, 6.168869
 4.000000,33.253597, 6.867194, 4.137490,62.514454,25.144310,13.772780,59.574295,38.090878,14.036593,63.689140,37.579082,14.363149,65.560760,25.006685,16.429754
 4.000000,40.438141, 9.871722,42.660290,103.069382,24.269773, 7.481977,99.273018,31.634184, 7.756018,94.799248,30.725016, 8.346549,84.195190,22.952942, 7.645644
 4.000000,32.840668, 6.119591, 6.327657,40.238453,37.491978,14.953761,40.020981,45.386829,17.361547,49.603336,50.931236,17.487171,68.532928,30.694237,14.777776
 4.000000,28.995369,10.318158, 4.117926,75.670349,31.742590,10.299246,72.269905,40.408062,10.295630,68.414078,41.487343, 8.751966,59.679119,25.360338,11.815061
 5.000000,19.960293, 2.842463, 2.790367, 3.247044, 1.462346, 5.985707, 7.086129, 2.643211, 6.362384,12.567436, 2.384455, 4.942725, 2.690295, 2.074205, 4.737029
 5.000000,24.135910, 4.903659, 4.952892, 5.436623, 3.088098, 3.898761, 4.662887, 1.629605, 4.885314, 6.964664, 1.550675, 3.047759, 1.007226, 6.633768, 3.034753
 5.000000,35.052612, 8.713307,10.804566,12.810285, 0.429751, 5.300312, 2.544412, 6.843313, 4.117875, 6.825288, 3.191431, 4.383954, 4.031065, 1.247256, 3.284301
 5.000000,11.325556, 3.520056, 5.484956, 3.952219, 1.623736, 5.829986, 6.303198, 1.504557, 5.939015,13.576009, 3.735359, 5.574357, 5.137600, 2.942612, 4.890972
 5.000000,25.422998, 7.571547,21.233217, 5.308455, 2.439488, 5.263866, 6.879992, 3.051560, 6.940896, 9.330558, 0.332106, 3.482729, 4.131050, 5.318666, 3.364244
 5.000000,13.564762, 3.537914, 3.823882, 5.235802, 2.516926, 7.229252, 2.501475, 4.524933, 9.579885,20.351357,10.439719, 7.443002,13.720650,12.967121, 4.669043
 5.000000,15.656419, 3.007573, 6.553312, 3.351607, 1.308267, 5.400664, 6.444674, 1.863062, 5.102005,11.715813, 1.968757, 5.227705, 1.829087, 1.263689, 4.635641
 5.000000,22.305538, 8.332099, 7.323542, 5.717688, 4.367153, 6.587030,10.316988, 3.764913, 6.319046, 7.367264, 2.332114, 3.280176, 2.579155, 2.430744, 5.085628
 5.000000,18.837957, 4.854703, 5.830760, 4.103931, 2.035904, 5.980432, 8.408211, 4.525197, 6.312338, 6.657053, 1.243353, 3.457021, 0.761841, 5.462468, 4.663084
 5.000000,18.401758,36.679329,21.522507,71.787590,33.193707,13.950786,61.812973,43.400215,15.435138,48.609486,43.959278, 9.315563,39.698032,16.317402, 6.264954
